TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-24 01:52:14,1771897934733,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,p2pwf-1771897934733-5a1a05623ac6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,1076,iad1,320,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NHMZ085DH6X3RCC2786Y9,0GCw8LKjSLgR,1
2026-02-24 01:52:15,1771897935908,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,kn9wt-1771897934732-0a5ed5670b85,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Prisma error: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:15,1771897935909,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,kn9wt-1771897934732-0a5ed5670b85,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,[sync] Error name: PrismaClientKnownRequestError,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:15,1771897935909,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,kn9wt-1771897934732-0a5ed5670b85,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Stack: PrismaClientKnownRequestError: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:14,1771897934732,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,kn9wt-1771897934732-0a5ed5670b85,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,1083,iad1,335,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NHMYYVY147FETEPE6VYRV,CHNaOKGZs3S7,1
2026-02-24 01:52:15,1771897935923,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,cvvj4-1771897934732-4760e4a04971,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Prisma error: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:15,1771897935924,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,cvvj4-1771897934732-4760e4a04971,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,[sync] Error name: PrismaClientKnownRequestError,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:15,1771897935924,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,cvvj4-1771897934732-4760e4a04971,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Stack: PrismaClientKnownRequestError: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:14,1771897934732,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,cvvj4-1771897934732-4760e4a04971,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,1099,iad1,317,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NHMZ1P8B9HKY9F9FK4QEW,OZdSVG8n8dvm,1
2026-02-24 01:52:15,1771897935901,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,2svj8-1771897934728-af30b9c8d9f8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Prisma error: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:15,1771897935901,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,2svj8-1771897934728-af30b9c8d9f8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,[sync] Error name: PrismaClientKnownRequestError,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:15,1771897935902,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,2svj8-1771897934728-af30b9c8d9f8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Stack: PrismaClientKnownRequestError: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:14,1771897934728,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,2svj8-1771897934728-af30b9c8d9f8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,1087,iad1,328,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NHMWW86JT9EWYXHMY5RW8,WahZPYeUAmct,3
2026-02-24 01:52:14,1771897934719,next-blog-app-drab.vercel.app/admin/posts/new,GET,_rsc=3lb4g,304,cvvj4-1771897934719-27f2e341c991,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,HIT,static,/admin/posts/new,next-blog-app-drab.vercel.app,next-blog-mk02kh2bl-kuri227s-projects.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,7,kix1,,,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:14,1771897934718,next-blog-app-drab.vercel.app/bookmarks,GET,_rsc=3lb4g,304,kn9wt-1771897934718-10397cfb35ad,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,HIT,static,/bookmarks,next-blog-app-drab.vercel.app,next-blog-mk02kh2bl-kuri227s-projects.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,5,kix1,,,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:15,1771897935876,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,dscrd-1771897934711-70db3275897d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Prisma error: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:15,1771897935876,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,dscrd-1771897934711-70db3275897d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,[sync] Error name: PrismaClientKnownRequestError,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:15,1771897935876,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,dscrd-1771897934711-70db3275897d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Stack: PrismaClientKnownRequestError: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:14,1771897934711,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,dscrd-1771897934711-70db3275897d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,1066,iad1,308,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NHMYBAQEJZ2SFND9BNGCB,gNg5lI6nhu4r,2
2026-02-24 01:52:15,1771897935848,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,4lpws-1771897934711-a18c1f0a3e65,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Prisma error: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:15,1771897935849,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,4lpws-1771897934711-a18c1f0a3e65,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,[sync] Error name: PrismaClientKnownRequestError,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:15,1771897935849,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,4lpws-1771897934711-a18c1f0a3e65,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Stack: PrismaClientKnownRequestError: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:14,1771897934711,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,4lpws-1771897934711-a18c1f0a3e65,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,1043,iad1,316,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NHMYD5JQQE39Q7CEZWZBH,yZypofpwJVms,1
